value,optlen,family,mode,size,_vtids_length,tidptr,parent_comm,count,transport_header_type,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,vtids,version,p_name,egid,grouplist,tcache,head,content_size,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,ruid,nodep,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,tos,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,0,,,,,,,syscall_access,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92230515797928,,,0,,,,,,,,
,,,16120,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,5,,,,,,/lib/arm-linux-gnueabihf/libnss_files.so.2,,,,,119659054,,,0,,,,524288,,,,
,,,,,,,,512,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,2123685696,,512,,,,,,,,,,,119670668,,,0,,,,,,,,
,,,,,,,,1120,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,2123684320,,1120,,,,,,,,,,,119677543,,,0,,,,,,,,
,,,,,,,,47,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,2123684264,,47,,,,,,,,,,,119682752,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,119760460,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,5,,,,,,/etc/passwd,,,,,119887907,,,0,,,,524288,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,119951448,,,0,,,,,,,,
,,,35584,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,5,,,,,,/proc/sys/kernel/ngroups_max,,,,,119994781,,,0,,,,0,,,,
,,,,,,,,31,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,2123688488,,6,,,,,,,,,,,120016240,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120031083,,,0,,,,,,,,
,,,,4096,,,,,,syscall_getcwd,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,152,,,,,,,,,0,,,0,,,,,,2123688588,,9,,,,,,,,,,,92230516205062,,,0,,,,,,,,
,,,0,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,5,,,,,,/proc/self/stat,,,,,120065823,,,0,,,,163840,,,,
,,,,,,,,1024,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,2123683388,,243,,,,,,,,,,,120109781,,,0,,,,,,,,
,,,,,,,,781,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,2123683631,,0,,,,,,,,,,,120229780,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120238374,,,0,,,,,,,,
,,16,,,,,,,,syscall_socket,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,3,,,,,,0,,,231,,,,,,,,,0,,,0,,,,,,,,5,,,,,,,,,,,92230516432353,,,0,,,,,,0,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120647383,,,0,,,,,,,,
,,,59744,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,5,,,,,,/usr/lib/sudo/sudoers.so,,,,,120808215,,,0,,,,524288,,,,
,,,,,,,,512,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,2123686664,,512,,,,,,,,,,,120823788,,,0,,,,,,,,
,,,,,,,,1040,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,2123685368,,1040,,,,,,,,,,,120834673,,,0,,,,,,,,
,,,,,,,,45,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,2123685312,,45,,,,,,,,,,,120840871,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,120927173,,,0,,,,,,,,
,,,18504,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/libpam.so.0,,,,,120971287,,,0,,,,524288,,,,
,,,18504,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/libpam.so.0,,,,,120982694,,,0,,,,524288,,,,
,,,1,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,5,,,,,,/etc/ld.so.cache,,,,,120991496,,,0,,,,524288,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,121005870,,,0,,,,,,,,
,,,0,,,,,,,syscall_access,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92230517170630,,,0,,,,,,,,
,,,18504,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,5,,,,,,/lib/arm-linux-gnueabihf/libpam.so.0,,,,,121037589,,,0,,,,524288,,,,
,,,,,,,,512,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,2123685992,,512,,,,,,,,,,,121050974,,,0,,,,,,,,
,,,,,,,,1080,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,2123684656,,1080,,,,,,,,,,,121057745,,,0,,,,,,,,
,,,,,,,,45,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,2123684600,,45,,,,,,,,,,,121063110,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,121116651,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,5,,,,,,/usr/share/locale/locale.alias,,,,,121815294,,,0,,,,524288,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,23352896,,2995,,,,,,,,,,,121846283,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,23352896,,0,,,,,,,,,,,121933262,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,121939981,,,0,,,,,,,,
,,,4176,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/share/locale/fr_FR.UTF-8/LC_MESSAGES/sudoers.mo,,,,,121997637,,,0,,,,0,,,,
,,,4176,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/share/locale/fr_FR.utf8/LC_MESSAGES/sudoers.mo,,,,,122009824,,,0,,,,0,,,,
,,,4176,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/share/locale/fr_FR/LC_MESSAGES/sudoers.mo,,,,,122020397,,,0,,,,0,,,,
,,,4176,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/share/locale/fr.UTF-8/LC_MESSAGES/sudoers.mo,,,,,122029876,,,0,,,,0,,,,
,,,4176,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/share/locale/fr.utf8/LC_MESSAGES/sudoers.mo,,,,,122039095,,,0,,,,0,,,,
,,,4176,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,5,,,,,,/usr/share/locale/fr/LC_MESSAGES/sudoers.mo,,,,,122047845,,,0,,,,0,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,122068939,,,0,,,,,,,,
,,,0,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,5,,,,,,/usr/lib/arm-linux-gnueabihf/gconv/gconv-modules.cache,,,,,122121438,,,0,,,,0,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,122141282,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,5,,,,,,/etc/passwd,,,,,122440447,,,0,,,,524288,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,122498416,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,5,,,,,,/etc/nsswitch.conf,,,,,122534822,,,0,,,,131072,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,23360896,,529,,,,,,,,,,,122555863,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,23360896,,0,,,,,,,,,,,122590186,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,122595134,,,0,,,,,,,,
,,,,,,,,,,syscall_setresuid,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,4294967295,,,,,,,,,,0,,,169,,1,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230518785310,,4294967295,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,5,,,,,,/etc/sudoers,,,,,122675082,,,0,,,,131072,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,23360896,,669,,,,,,,,,,,122688415,,,0,,,,,,,,
,,,,,,,,,,syscall_setresuid,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,4294967295,,,,,,,,,,0,,,169,,0,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230518855154,,4294967295,0,,,,,,,,
,,,,,,,,,,syscall_setresuid,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,4294967295,,,,,,,,,,0,,,169,,0,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230518858904,,4294967295,0,,,,,,,,
,,,,,,,,,,syscall_setresgid,,,,,0,,14016605964,,,sudoTracing.sh,4294967295,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,171,,,,,4294967295,,,,0,,,0,,,,,,,,0,,,,,,,,4294967295,,,92230518864321,,,0,,,,,,,,
,,,,,,,,8192,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,23367816,,669,,,,,,,,,,,122791383,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,23368485,,0,,,,,,,,,,,122796591,,,0,,,,,,,,
,,,35584,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,6,,,,,,/etc/sudoers.d,,,,,123004038,,,0,,,,673792,,,,
,,,,,,,,32768,,syscall_getdents64,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,178,,,,,,,,,0,,,0,,,,,,,,176,,,,,,,,,,,92230519172548,,,0,,,,,,,,23385248
,,,,,,,,32768,,syscall_getdents64,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,178,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230519227861,,,0,,,,,,,,23385248
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,123081746,,,0,,,,,,,,
,,,,,,,,,,syscall_setresuid,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,4294967295,,,,,,,,,,0,,,169,,1,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230519244163,,4294967295,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,6,,,,,,/etc/sudoers.d/010_pi-nopasswd,,,,,123107215,,,0,,,,131072,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,0,,,0,,,,,,23385576,,27,,,,,,,,,,,123137267,,,0,,,,,,,,
,,,,,,,,,,syscall_setresuid,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,4294967295,,,,,,,,,,0,,,169,,0,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230519297079,,4294967295,0,,,,,,,,
,,,,,,,,,,syscall_setresuid,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,4294967295,,,,,,,,,,0,,,169,,0,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230519300829,,4294967295,0,,,,,,,,
,,,,,,,,,,syscall_setresgid,,,,,0,,14016605964,,,sudoTracing.sh,4294967295,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,171,,,,,4294967295,,,,0,,,0,,,,,,,,0,,,,,,,,4294967295,,,92230519304683,,,0,,,,,,,,
,,,,,,,,8192,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,0,,,0,,,,,,23389728,,27,,,,,,,,,,,123167788,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,0,,,0,,,,,,23389755,,0,,,,,,,,,,,123171590,,,0,,,,,,,,
,,,,,,,,8192,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,0,,,0,,,,,,23389728,,0,,,,,,,,,,,123200808,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,123207892,,,0,,,,,,,,
,,,,,,,,,,syscall_setresuid,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,4294967295,,,,,,,,,,0,,,169,,1,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230519364891,,4294967295,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,6,,,,,,/etc/sudoers.d/020_homeassistant_hassbian-scripts,,,,,123229298,,,0,,,,131072,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,0,,,0,,,,,,23406336,,211,,,,,,,,,,,123247371,,,0,,,,,,,,
,,,,,,,,,,syscall_setresuid,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,4294967295,,,,,,,,,,0,,,169,,0,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230519405620,,4294967295,0,,,,,,,,
,,,,,,,,,,syscall_setresuid,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,4294967295,,,,,,,,,,0,,,169,,0,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230519409110,,4294967295,0,,,,,,,,
,,,,,,,,,,syscall_setresgid,,,,,0,,14016605964,,,sudoTracing.sh,4294967295,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,171,,,,,4294967295,,,,0,,,0,,,,,,,,0,,,,,,,,4294967295,,,92230519412495,,,0,,,,,,,,
,,,,,,,,8192,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,0,,,0,,,,,,23385576,,211,,,,,,,,,,,123274298,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,0,,,0,,,,,,23385787,,0,,,,,,,,,,,123278620,,,0,,,,,,,,
,,,,,,,,8192,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,0,,,0,,,,,,23385576,,0,,,,,,,,,,,123352839,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,123358464,,,0,,,,,,,,
,,,,,,,,,,syscall_setresuid,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,4294967295,,,,,,,,,,0,,,169,,1,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230519515151,,4294967295,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,6,,,,,,/etc/sudoers.d/README,,,,,123378307,,,0,,,,131072,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,0,,,0,,,,,,23406336,,958,,,,,,,,,,,123391120,,,0,,,,,,,,
,,,,,,,,,,syscall_setresuid,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,4294967295,,,,,,,,,,0,,,169,,0,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230519549682,,4294967295,0,,,,,,,,
,,,,,,,,,,syscall_setresuid,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,4294967295,,,,,,,,,,0,,,169,,0,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92230519553276,,4294967295,0,,,,,,,,
,,,,,,,,,,syscall_setresgid,,,,,0,,14016605964,,,sudoTracing.sh,4294967295,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,171,,,,,4294967295,,,,0,,,0,,,,,,,,0,,,,,,,,4294967295,,,92230519556765,,,0,,,,,,,,
,,,,,,,,8192,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,0,,,0,,,,,,23385216,,958,,,,,,,,,,,123415339,,,0,,,,,,,,
,,,,,,,,4096,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,0,,,0,,,,,,23386174,,0,,,,,,,,,,,123419661,,,0,,,,,,,,
,,,,,,,,8192,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,17,,,,,,,,,0,,,0,,,,,,23385216,,0,,,,,,,,,,,123481328,,,0,,,,,,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,123486224,,,0,,,,,,,,
,,,,,,,,8192,,syscall_read,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,5,,17,,,,,,,,,0,,,0,,,,,,23367816,,0,,,,,,,,,,,123494661,,,0,,,,,,,,
,,1,,,,,,,,syscall_socket,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,526337,,,,,,0,,,231,,,,,,,,,0,,,0,,,,,,,,6,,,,,,,,,,,92230519667442,,,0,,,,,,0,,
,,,,,,,,,,syscall_connect,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,233,,,,,,,,,0,,,0,,,,,,,,-2,,2123690104,,,,,,,,,92230519693952,,,0,,,,,110,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,123588046,,,0,,,,,,,,
,,1,,,,,,,,syscall_socket,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,526337,,,,,,0,,,231,,,,,,,,,0,,,0,,,,,,,,6,,,,,,,,,,,92230519755775,,,0,,,,,,0,,
,,,,,,,,,,syscall_connect,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,233,,,,,,,,,0,,,0,,,,,,,,-2,,2123690376,,,,,,,,,92230519762806,,,0,,,,,110,,,
,,,,,,,,,,syscall_close,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,6,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,123628567,,,0,,,,,,,,
,,,438,,,,,,,syscall_open,,,,,0,,14016605964,,,sudoTracing.sh,,,,,976416,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,0,,,0,,,,,,,,6,,,,,,/etc/host.conf,,,,,123645598,,,0,,,,524288,,,,
